Name;Region;Year;Color;Castes;AlcoholPercentage;Producer;MinimunPrice;MaximumPrice;Judge;JudgeRating;Date;JudgeNotes
Conventual Reserva 2008;Regional Alentejo;2008;Red;Aragonez, Trincadeira e Alicante Bouschet;14.0;Adega Cooperativa de Portalegre;4.0;7.5;Rui Vieira;15.0;Dezembro 2012;Cor granada de mÇdia intensidade e nariz medianamente preenchido por aromas de fruta preta aliados a delicadas notas achocolatadas e especiadas, na boca Ç um vinho correcto, com uma estrutura mÇdia e uns taninos s¢lidos, o paladar revela-se frutado, algo vegetal e especiado, com as notas de barrica a denotarem alguma macieza, o final de boca tem um comprimento e persistància mÇdios.
Conventual Reserva 2010;Regional Alentejo;2010;White;Arinto, Fern∆o Pires e Roupeiro;13.5;Adega Cooperativa de Portalegre;4.0;7.5;Rui Vieira;15.5;Dezembro 2012;Apresenta uma cor citrina ligeiramente esverdeada, o nariz revela aromas florais, algum citrino maduro e uma delicada sensaá∆o de fruta tropical, num fundo subtilmente marcado pelas notas tostadas, na boca Ç um vinho fresco, com alguma estrutura e um paladar frutado e delicadamente mineral, o final de boca tem um comprimento e persistància mÇdios.
Conventual Reserva 2014;Regional Alentejo;2014;Red;Alicante Bouschet, Syrah, Touriga Nacional e Cabernet Sauvignon;14.0;Adega de Portalegre;7.5;10.0;Nuno do ‡ e JosÇ Reis;15.5;Setembro 2017;Apresenta uma cor rubi de mÇdia intensidade no centro e uma fina aurÇola de tonalidade avermelhada, o nariz faz lembrar aromas de frutos silvestres e vermelhos envolvidos por uma fresca componente floral, num fundo mais especiado e ligeiramente achocolatado, na boca Ç um vinho equilibrado, relativamente encorpado e com taninos redondos, no paladar destaca-se a fruta madura e as notas tostadas e o final de boca termina com um comprimento e persistància mÇdios.
Conventual Reserva 2016;Regional Alentejo;2016;White;Roupeiro, Bical, Arinto, Fern∆o Pires e outras;14.0;Adega de Portalegre;7.5;10.0;Nuno do ‡ e JosÇ Reis;15.5;Setembro 2017;Cor amarela citrina com delicados laivos dourados, o nariz evidencia aromas florais e minerais acompanhados por breves sugest‰es vegetais e citrinas, na boca Ç um vinho equilibrado, com uma acidez interessante e uma frescura bem presente, no paladar Ç a fruta que domina um conjunto tambÇm marcado pela sua mineralidade e por frescas nuances c°tricas, o final de boca termina com um comprimento mÇdio.
Conventual Reserva Vinha da Serra da Penha 2014;Regional Alentejo;2014;Red;Touriga Nacional, Cabernet Sauvignon e Alicante Bouschet;13.5;Adega de Portalegre;15.0;20.0;Nuno do ‡ e JosÇ Reis;16.0;Outubro 2017;Cor rubi de tonalidade avermelhada, revela um nariz marcado pelas notas de pimentos e especiarias em conjunto com breves notas florais e delicados aromas de fruta vermelha e preta, na boca Ç um vinho equilibrado, com um boa estrutura e volume acima da mÇdia, os taninos revelam firmeza e o paladar confirma os aromas iniciais, fruta madura, pimentos, especiarias e tosta, formando um conjunto agrad†vel que termina com um comprimento mÇdio/longo.
Corpus 2007;DOC Douro;2007;Red;Touriga Nacional e Touriga Franca;14.0;Veredas do Douro, Sociedade Agr°cola Lda;15.0;20.0;Gabriela Canossa e Vitor Carvalho;16.5;Julho 2012;Cor rubi de forte intensidade e concentraá∆o e nariz rico em notas de fruta vermelha madura aliadas a um ligeiro floral e uma delicada sugest∆o de compotas, num fundo mais especiado e onde a madeira reina, na boca Ç um vinho harmonioso, guloso e com taninos redondos, revela um paladar muito frutado e especiado, apoiado em delicadas nuances achocolatadas, o final de boca tem um comprimento mÇdio/longo e uma persistància bem agrad†vel.
Cortes de Cima 2001;Regional Alentejo;2001;Red;Syrah, Aragonez, Trincadeira e Touriga Nacional;13.5;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.5;Outubro 2006;Cor forte e aromas de fruta vermelha de qualidade bem evidentes, o paladar Ç complexo e equilibrado, onde a fruta salta de imediato Ö vista, bem acompanhada pela madeira e algumas especiarias, o final de boca Ç longo, persistente e bem agrad†vel.
Cortes de Cima 2004;Regional Alentejo;2004;Red;Aragonez, Syrah e Trincadeira;14.5;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.5;Novembro 2007;Cor rubi vivo e nariz cheio de frutos vermelhos, Ç muito jovem e com uma acidez ainda muito forte, corpo mÇdio mas j† denota um equil°brio bem interessante, melhora com o tempo, com os aromas doces a rebuáado, muita baunilha na boca e com um final comprido.
Cortes de Cima 2005;Regional Alentejo;2005;Red;Aragonez, Syrah e Trincadeira;14.5;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.5;Outubro 2008;Aromas cheios de fruta madura com a ligaá∆o com a madeira muito bem conseguida, notam-se tambÇm os rebuáados e uma ligeira doáura, na boca denota um corpo cheio, rico em volume e intensidade, taninos polidos, excelente acidez e com um final bem persistente.
Cortes de Cima 2006;Regional Alentejo;2006;Red;Syrah, Aragonez, Touriga Nacional e Cabernet Sauvignon;14.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.0;Fevereiro 2010;Cor intensa e bem concentrada, o nariz revela aromas iniciais muito frutados que rapidamente passam para segundo plano, devido Ö complexidade das especiarias e um certo toque abaunilhado, na boca Ç um vinho com bom volume, estrutura e equil°brio, apresenta-se frutado em conjunto com ligeiras sugest‰es de chocolate e especiarias, o final Ç mÇdio/longo de comprimento e persistància.
Cortes de Cima 2007;Regional Alentejo;2007;Red;Syrah, Aragonez, Cabernet Sauvignon, Petit Verdot e Touriga Nacional;14.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.0;Fevereiro 2010;Apresenta uma cor profunda e muito concentrada, o nariz mostra-se muito frutado, cheio de compotas, bem como alguma cereja e uma leve toque de menta que acompanha muito bem uma ligeira sensaá∆o especiada, na boca Ç um vinho muito equilibrado e suave, os taninos est∆o redondos e recela um corpo de volume agrad†vel, continua frutado e guloso atÇ, o final tem um comprimento mÇdio/longo e uma interessante persistància.
Cortes de Cima 2008;Regional Alentejo;2008;Red;Aragonez, Syrah, Cabernet Sauvignon, Touriga Nacional e Petit Verdot;14.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;15.5;Outubro 2011;Apresenta uma cor rubi de mÇdia concentraá∆o e um nariz complexo, onde a fruta aparece bem integrada com uma forte componente de especiarias, na boca Ç um vinho com alguma estrutura, um paladar de mÇdio volume e uma interessante frescura, revela-se equilibrado e termina de uma forma medianamente persistente.
Cortes de Cima 2009;Regional Alentejo;2009;Red;Aragonez, Syrah, Petit Verdot, Cabernet Sauvignon, Touriga Nacional e Alicante Bouschet;14.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.0;Novembro 2013;Cor rubi e nariz perfumado por aromas de frutos silvestres e um delicado toque especiado e tostado, na boca Ç um vinho equilibrado, atractivo e com taninos redondos, conta com um paladar rico em fruta e alguma barrica, bem delicadas notas vegetais, o final de boca Ç mediano e saboroso.
Cortes de Cima 2012;Regional Alentejo;2012;Red;Syrah, Aragonez, Petit Verdot e Touriga Nacional;14.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.0;Julho 2018;Cor rubi de mÇdia intensidade e nariz agradavelmente frutado e especiado, alÇm de evidenciar breves notas vegetais e atÇ um ligeiro abaunilhado, na boca Ç um vinho equilibrado, com um corpo e um volume mÇdios e um paladar rico em fruta e notas de tosta e especiarias, o final de boca termia com um comprimento mediano mas saboroso.
Cortes de Cima 2013;Regional Alentejo;2013;White;Alvarinho, Sauvignon Blanc e Viognier;13.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.0;Maio 2015;Cor amarela de tonalidade esverdeada e nariz dominado pelas notas vegetais e de lima, acompanhadas por alguma fruta e breves notas c°tricas, na boca Ç um vinho equilibrado, com uma acidez interessante e um paladar mais vegetal e citrino do que frutado, termina com um final de boca mÇdio e bem agrad†vel.
Cortes de Cima 2013;Regional Alentejo;2013;Red;Aragonez, Syrah, Touriga Nacional e Petit Verdot;14.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.0;Julho 2019;Apresenta uma cor rubi intensa e um nariz agradavelmente complexo, com a fruta madura a aparecer muito bem envolvida pelas notas de barrica e diversas especiarias, na boca Ç um vinho de fino recorte, volumoso e com taninos presentes e muito bem integrados no conjunto harmonioso, no paladar destacam-se os frutos negros e as diversas notas especiadas, terminando com um final de boca prolongado.
Cortes de Cima 2014;Regional Alentejo;2014;Red;Aragonez, Syrah, Touriga Nacional e Petit Verdot;14.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.0;Novembro 2018;Cor rubi intensa e concentrada, o nariz revela sugestivos aromas de frutos silvestres e diversas notas especiadas em perfeita comunh∆o com notas de barrica e um ligeiro toque floral, na boca Ç um vinho equilibrado e relativamente encorpado, com um volume agrad†vel e taninos redondos, no paladar merece todo o destaque a fruta madura envolvida por discretas notas de tosta e um leve especiado, com o final de boca a terminar de uma forma prolongada.
Cortes de Cima 2015;Regional Alentejo;2015;White;Sauvignon Blanc, Alvarinho e Viognier;13.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.0;Fevereiro 2017;Apresenta uma cor amarela de tonalidade esverdeada e um nariz agradavelmente floral e vegetal, com evidentes aromas de fruta tropical a conferirem uma agrad†vel frescura a um conjunto que subtilmente sugere alguma tosta, na boca Ç um vinho equilibrado e saboroso, com uma boa acidez e um paladar rico em fruta madura e sugest‰es vegetais e citrinas, o final de boca termina com um comprimento mÇdio/longo.
Cortes de Cima Aragonez 2002;Regional Alentejo;2002;Red;Aragonez;14.0;Casa Agr°cola Cortes de Cima, Lda;15.0;20.0;Hans Kristian Jorgensen;16.5;Setembro 2007;Cor intensa e encorpado, aromas a frutos vermelhos bem maduros muito concentrados e saborosos, o paladar Ç cheio, muito frutado, e bem combinado com a madeira (baunilha) presente, o final de boca Ç prolongado, persistente e muito agrad†vel.
Cortes de Cima Aragonez 2003;Regional Alentejo;2003;Red;Aragonez;14.0;Casa Agr°cola Cortes de Cima, Lda;15.0;20.0;Hans Kristian Jorgensen;17.0;Julho 2007;Aromas frutados mas muito bem acompanhados por especiarias, corpo volumoso e cheio, de grande complexidade e estrutura, os frutos vermelhos aparecem na boca e os taninos est∆o elegantes, madeira j† muito bem casada com a fruta, sendo que o final Ç muito comprido e intenso.
Cortes de Cima Aragonez 2004;Regional Alentejo;2004;Red;Aragonez;14.0;Casa Agr°cola Cortes de Cima, Lda;12.5;15.0;Hans Kristian Jorgensen;15.5;Maio 2010;Aroma ainda muito jovem e complexo, embora sejam j† vis°veis algumas notas de cafÇ, um leve qu°mico e uma tosta de qualidade, na boca est† muito harmonioso, os frutos negros est∆o bem casados com a madeiira, os taninos est∆o s¢lidos mas bem integrados e apresenta uma bela estrutura, Ç encorpado e tem um final cheio.
Cortes de Cima Aragonez 2007;Regional Alentejo;2007;Red;Aragonez;14.0;Casa Agr°cola Cortes de Cima, Lda;12.5;15.0;Hans Kristian Jorgensen;16.0;Setembro 2014;Cor granada intensa e nariz dominado pelas notas fumados e de couro, misturados com a fruta preta e um leve toque achocolatado e de baunilha, na boca Ç um vinho j† com alguma evoluá∆o, taninos perfeitamente domados e um paladar onde a fruta madura combina com delicadas notas de madeira e couro, o final de boca revela um comprimento acima da mÇdia.
Cortes de Cima Aragonez 2013;Regional Alentejo;2013;Red;Aragonez;14.0;Casa Agr°cola Cortes de Cima, Lda;12.5;15.0;Hans Kristian Jorgensen;16.5;Janeiro 2018;Apresenta uma cor rubi carregada e um nariz rico em aromas de fruta vermelha madura, notas especiadas e tostadas, num fundo mais qu°mico e subtilmente vegetal, na boca Ç um vinho equilibrado e complexo, com uma boa estrutura e um volume acima da mÇdia, no paladar realce para a envolvància entre a fruta preta e vermelha com as notas tostadas e especiadas da barrica, terminando com um final de boca prolongado e agradavelmente persistente.
Cortes de Cima Dois Terroirs 2014;Regional Alentejo;2014;Red;Aragonez, Syrah e Pinot Noir;13.5;Casa Agr°cola Cortes de Cima, Lda;7.5;10.0;Hans Kristian Jorgensen;15.5;Junho 2019;Cor rubi de tonalidade avermelhada e nariz muito fresco, onde os aromas de fruta vermelha s∆o dominadores, apoiados por breves notas florais e evidentes nuances abaunilhadas e especiadas, na boca Ç um vinho equilibrado, delicado e guloso, o paladar evidencia uma agrad†vel intensidade de fruta madura envolvida por breves notas de baunilha e uma leve sensaá∆o especiada, o final de boca termina muito saboroso e com um comprimento mÇdio.
Cortes de Cima Homenagem Hans Christian Andersen 2003;Regional Alentejo;2003;Red;Syrah;14.5;Casa Agr°cola Cortes de Cima, Lda;12.5;15.0;Hans Kristian Jorgensen;16.5;Setembro 2009;Cor concentrada e avermelhada, o nariz est† muito frutado e aliado a finas notas de especiarias e a um toque balsÉmico que confere uma bela frescura ao conjunto, o paladar Ç refinado, carnudo e muito estruturado, Ç um vinho encorpado, intenso e mostra um equil°brio perfeito entre a fruta e as notas da madeira, tem um final longo e bem persistente.
Cortes de Cima Homenagem Hans Christian Andersen 2007;Regional Alentejo;2007;Red;Syrah;14.0;Casa Agr°cola Cortes de Cima, Lda;15.0;20.0;Hans Kristian Jorgensen;16.0;Novembro 2014;Apresenta uma cor intensa e concentrada, o nariz revela notas de fruta preta, alguma compota e um delicado perfume floral, num fundo mineral, especiado e algo tostado, na boca revela uns taninos polidos, uma estrutura e uma acidez bem presentes e ainda um paladar marcado pela fruta aliada a finas notas de barrica, ligeira tosta e ainda um delicado toque vegetal, o final de boca tem um comprimento e uma persistància muito agrad†veis.
Cortes de Cima Homenagem Hans Christian Andersen 2011;Regional Alentejo;2011;Red;Syrah;14.0;Casa Agr°cola Cortes de Cima, Lda;25.0;50.0;Hans Kristian Jorgensen;17.0;Junho 2019;Cor rubi intensa e nariz rico em fruta vermelha e preta madura envolvida por aromas compotados e especiados, num fundo subtilmente vegetal e tostado, na boca est† muito elegante e harmonioso, com taninos envolventes uma complexidade not¢ria, o paladar Ç dominado pela fruta negra e por breves notas de barrica e o final de boca termina com um comprimento prolongado e uma persistància muito interessante.
Cortes de Cima Homenagem Hans Christian Andersen 2013;Regional Alentejo;2013;Red;Syrah;14.0;Casa Agr°cola Cortes de Cima, Lda;25.0;50.0;Hans Kristian Jorgensen;17.0;Fevereiro 2019;Cor rubi profunda no centro, o nariz revela-se complexo e fino, onde os aromas de fruta preta e vermelha bem maduras combinam na perfeiá∆o com evidentes notas especiadas e de barrica, num fundo mentolado e subtilmente achocolatado, na boca apresenta-se um vinho estruturado, encorpado e volumoso, os taninos revelam fineza e no paladar sobressai a fruta negra, a madeira, o cacau e ainda breves sugest‰es minerais e de especiarias, o final de boca termina com um comprimento mÇdio/longo e uma persistància bem prolongada.
Cortes de Cima Inc¢gnito 2003;Regional Alentejo;2003;Red;Syrah;14.5;Casa Agr°cola Cortes de Cima, Lda;50.0;75.0;Hans Kristian Jorgensen;17.5;Julho 2007;Cor carregada e aromas muito frutados e perfumados, de grande exuberÉncia arom†tica, um paladar ainda muito jovem mas com a madeira muito bem integrada com os frutos, Ç elegante e muito encorpado, de grande estrutura e final cheio, com grande car†cter e longevidade.
Cortes de Cima Reserva 2003;Regional Alentejo;2003;Red;Syrah, Aragonez, Trincadeira e Touriga Nacional;14.5;Casa Agr°cola Cortes de Cima, Lda;50.0;75.0;Hans Kristian Jorgensen;17.0;Outubro 2010;Cor escur°ssima, negra atÇ, nariz com fortes aromas a especiarias mas tambÇm frutos bem maduros, tem um volume de boca impressionante e Ç de uma elegÉncia fant†stica, notas de fumo e chocolate na boca, corpo vigoroso e taninos muito bem polidos, grande complexidade e estrutura e final vigoroso, de enorme persistància e longevidade incr°vel, um grande tinto!
Cortes de Cima Reserva 2004;Regional Alentejo;2004;Red;Aragonez, Touriga Nacional, Syrah e Cabernet Sauvignon;14.0;Casa Agr°cola Cortes de Cima, Lda;50.0;75.0;Hans Kristian Jorgensen;18.0;Outubro 2010;Cor granada carregada e nariz muito elegante e complexo, marcado pelos frutos pretos maduros, alguma compota e notas de chocolate, num fundo especiado e mineral, na boca mostra-se um vinho aveludado, com excelentes taninos e um volume enorme, conta ainda com uma acidez bem vincada e uma frescura imensa, Ç encorpado, muito frutado e especiado, conta com uma ligeira sensaá∆o de evoluá∆o bem positiva, o final Ç longo e de enorme persistància.
Cortes de Cima Syrah 2002;Regional Alentejo;2002;Red;Syrah;14.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.0;Novembro 2006;Aromas intensos a frutos vermelhos, paladar vistoso e equilibrado, benefeciando dos taninos redondos, a madeira Ç vis°vel e o final de prova Ç persistente e prolongado.
Cortes de Cima Syrah 2003;Regional Alentejo;2003;Red;Syrah;14.5;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;16.0;Abril 2007;Aromas intensos a frutos silvestres (amoras) e um travo doce, com um bom volume de boca, Ç muito estruturado e com forte presenáa de †lcool, a madeira est† viva mas Ç macio no paladar, o final Ç persistente.
Cortes de Cima Syrah 2005;Regional Alentejo;2005;Red;Syrah;14.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;15.5;Fevereiro 2011;Apresenta uma cor rubi de boa concentraá∆o e um nariz complexo mas cheio de fruta madura e algumas especiarias, o paladar est† equilibrado apesar de mostrar um belo volume, de taninos harmoniosos e corpo de mÇdio volume, revela-se envolvente e frutado durante toda a prova, Ç um vinho encorpado e especiado, o final Ç mÇdio/longo ao n°vel da persistància.
Cortes de Cima Syrah 2007;Regional Alentejo;2007;Red;Syrah;14.0;Casa Agr°cola Cortes de Cima, Lda;10.0;12.5;Hans Kristian Jorgensen;15.5;Maráo 2011;Cor rubi intensa e concentrada, revela um nariz jovem e complexo, dominado por notas de fruta bem madura, leves sugest‰es especiadas e um subtil toque achocolatado, na boca Ç um vinho muito equilibrado e com boa estrutura e frescura, a fruta continua bem presente, acompanhada por uma leve sensaá∆o de barricas, o final Ç persistente.
Cortes de Cima Syrah 2013;Regional Alentejo;2013;Red;Syrah;14.0;Casa Agr°cola Cortes de Cima, Lda;12.5;15.0;Hans Kristian Jorgensen;16.5;Dezembro 2017;Cor rubi intensa e concentrada, nariz rico em aromas de frutos pretos e vermelhos maduros combinados com delicadas notas balsÉmicas e subtis nuances achocolatadas e tostadas, na boca Ç um vinho muito equilibrado, com taninos finos e corpo cheio, no paladar destaca-se a fruta negra envolvida por subtis sugest‰es de tosta e especiarias, com o final de boca a revelar um comprimento prolongado e persistente.
Cortes de Cima Syrah 2014;Regional Alentejo;2014;Red;Syrah;13.5;Casa Agr°cola Cortes de Cima, Lda;12.5;15.0;Hans Kristian Jorgensen;16.0;Fevereiro 2018;Apresenta uma cor rubi intensa de tonalidade granada, o nariz sugere evidentes aromas de fruta preta misturada com sugestivas notas de especiarias e breve sensaá∆o tostada e de chocolate, na boca Ç um vinho equilibrado, relativamente encorpado e com taninos sedosos, no paladar voltam a sobressair os frutos pretos e as notas de baunilha, num fundo delicadamente apimentado, o final de boca termina com um comprimento mÇdio/longo.
Cortes de Cima Touriga Nacional 2002;Regional Alentejo;2002;Red;Touriga Nacional;14.0;Casa Agr°cola Cortes de Cima, Lda;20.0;25.0;Hans Kristian Jorgensen;16.5;Maio 2007;Cor muito escura e concentrada, aromas de frutos pretos bem maduros e alguma baunilha, na boca mostra ainda muito vigor e elegÉncia, tem um paladar refinado e macio, encorpado e com garra, final comprido.
Cortes de Cima Touriga Nacional 2007;Regional Alentejo;2007;Red;Touriga Nacional;14.5;Casa Agr°cola Cortes de Cima, Lda;25.0;50.0;Hans Kristian Jorgensen;16.0;Maráo 2013;Cor granada carregada e um nariz dominado pelas notas de fruta negra madura e um floral intenso, aromas esses muito bem envolvidos com as notas de barrica e um delicado toque de couro, na boca Ç um vinho encorpado, estruturado e com taninos redondos e atÇ cremosos, revela um paladar muito frutado, floral e levemente achocolatado, o final de boca Ç prolongado e persistente.
Cortes de Cima Touriga Nacional 2008;Regional Alentejo;2008;Red;Touriga Nacional;14.0;Casa Agr°cola Cortes de Cima, Lda;25.0;50.0;Hans Kristian Jorgensen;16.5;Abril 2013;Apresenta uma cor rubi intensa e concentrada no centro, com uma aurÇola de tonalidade granada, no nariz destacam-se delicados aromas florais, de especiarias e suaves notas de barrica, num fundo mais mineral, na boca Ç um vinho denso, encorpado e com um bom volume, revela uns taninos bem presentes e um paladar cheio de fruta preta e notas de pimenta, entre outras especiarias, o final de boca tem um comprimento mÇdio/longo.
Cortes de Cima Trincadeira 2004;Regional Alentejo;2004;Red;Trincadeira;14.0;Casa Agr°cola Cortes de Cima, Lda;15.0;20.0;Hans Kristian Jorgensen;16.0;Maráo 2008;Nariz ainda muito fechado devido Ö sua tenra idade, no paladar Ç forte a presenáa da baunilha e o volume de boca impressiona, a madeira ainda est† muito intensa, claramente a pedir algum tempo em garrafa para evoluir, o final Ç bem persistente.
Costa do Pombal 2000;DOC Douro;2000;Red;Touriga Franca, Touriga Nacional, Tinta Roriz e Tinta Barroca;13.0;Vallegre, Vinhos do Porto, S.A.;4.0;7.5;-;13.5;Novembro 2005;Aroma a frutos silvestres com taninos bem integrados, o final de boca Ç bastante mediano corrigindo a sua acidez inicial.
Cottas 2010;DOC Douro;2010;White;Rabigato, Arinto, Viosinho, C¢dega do Larinho e Gouveio;13.0;Quinta de Cottas, Lda;4.0;7.5;Anselmo Mendes e Jo∆o Silva e Sousa;15.5;Fevereiro 2012;Cor amarelo p†lido e nariz rico em notas citrinas e ligeiramente florais, na boca Ç um vinho equilibrado, muito fresco e com boa acidez, no paladar continuam em destaque as notas de lima/lim∆o acompanhadas de leve sugest‰es minerais, o final de boca tem um comprimento mÇdio e uma agrad†vel persistància.
Cottas 2015;DOC Douro;2015;White;Arinto, Viosinho e Gouveio;13.0;Quinta de Cottas, Lda;4.0;7.5;Jo∆o Silva e Sousa;15.5;Agosto 2016;Cor amarela citrina ligeiramente esverdeada, o nariz sugere delicados aromas florais e de fruta tropical misturados com evidentes notas mais c°tricas e vegetais, na boca Ç um vinho equilibrado, fresco e com uma acidez agrad†vel, revela um paladar frutado, ligeiramente vegetal e rico em sugest‰es limonadas, o final de boca termina algo seco e tem um comprimento mÇdio.
Cottas Grande Reserva 2010;DOC Douro;2010;White;Rabigato, Arinto, Viosinho e C¢dega do Larinho;13.5;Quinta de Cottas, Lda;15.0;20.0;Anselmo Mendes e Jo∆o Silva e Sousa;16.0;Fevereiro 2013;Cor amarelo citrino com delicados apontamentos esverdeados, no nariz sobressaiem as notas de baunilha misturadas com um delicado toque floral e frutado, na boca Ç um vinho gordo, intenso, com alguma estrutura, apresenta um paladar marcado pelas notas de barrica, bem como por delicadas notas de frutos secos, especiarias e alguma fruta, o final de boca tem um comprimento mÇdio/longo.
Cottas Reserva 2009;DOC Douro;2009;White;Rabigato, Arinto, Viosinho e C¢dega do Larinho;13.0;Quinta de Cottas, Lda;10.0;12.5;Anselmo Mendes e Jo∆o Silva e Sousa;16.0;Fevereiro 2012;Apresenta uma cor citrina algo p†lida e um nariz muito mineral e fresco, cheio de aromas tostados e fumados e ainda fruta bem madura, na boca Ç um vinho guloso, volumoso e com boa estrutura, revela alguma secura e o paladar est† dominado pelo equil°brio entre a fruta e a madeira, revela ainda uma boa acidez e termina especiado e fumado, sendo que o final de boca tem um comprimento longo e uma bela persistància.
Cottas Reserva 2011;DOC Douro;2011;Red;Touriga Nacional Touriga Franca, Tinta Roriz e Tinto C∆o;14.0;Quinta de Cottas, Lda;12.5;15.0;Jo∆o Silva e Sousa;16.0;Novembro 2015;Cor rubi intensa no centro, com laivos de forte e brilhante tonalidade viol†cea, o nariz apresenta aromas de fruta preta e do bosque envolvida por breves notas florais e vegetais, num fundo mais especiado e atÇ achocolatado, na boca Ç um vinho profundo, elegante e fresco, com taninos finos e um paladar dominado pela fruta preta e por sugestivas nuances apimentadas, o final de boca termina de uma forma prolongada.
Cottas Reserva 2012;DOC Douro;2012;White;Rabigato, Arinto, Viosinho e C¢dega do Larinho;13.0;Quinta de Cottas, Lda;10.0;12.5;Jo∆o Silva e Sousa;16.0;Setembro 2015;Cor amarela p†lida e levemente esverdada, apresenta um nariz dominado pelos aromas minerais e de citrinos, agradavelmente secundados por subtis notas florais e de baunilha, na boca Ç um vinho equilibrado e relativamente complexo, com um volume agrad†vel e um paladar cheio de fruta e evidentes nuances minerais e tostadas, o final de boca termina com um comprimento mÇdio/longo.
Cottas Reserva 2014;DOC Douro;2014;Red;Touriga Nacional, Touriga Franca, Tinta Roriz e Tinto C∆o;13.5;Quinta de Cottas, Lda;12.5;15.0;Jo∆o Silva e Sousa;16.0;Abril 2018;Cor rubi intensa no centro e aurÇola de tonalidade violeta/avermelhada, o nariz sugere notas tostadas e especiadas envolvidas por aromas de fruta preta e uma breve sensaá∆o floral e achocolatada, na boca Ç um vinho equilibrado, com um corpo e estrutura de mÇdio porte e taninos redondos, no paladar sobressai a fruta vermelha e preta madura, bem como uma leve sensaá∆o de baunilha entre diversas especiarias, o final de boca termina com um comprimento mÇdio/longo.
Cìtto Grande Escolha 2000;DOC Douro;2000;Red;Tinta Roriz e Touriga Nacional;12.5;Montez Champalimaud, Lda;25.0;50.0;Miguel Champalimaud;13.5;Setembro 2012;Cor acastanhada e nariz dominado pelas notas de animal, couro e madeira velha, bem como um ligeiro toque de pàlo molhado que aos poucos vai desaparecendo, na boca regista j† uma grande evoluá∆o, apesar de o paladar ainda apresentar alguma fruta em passa e madeira usada, o final de boca tem um comprimento curto e uma persistància muito pouco expressiva.
Cìtto Grande Escolha 2001;DOC Douro;2001;Red;Tinta Roriz e Touriga Nacional;13.0;Montez Champalimaud, Lda;25.0;50.0;Miguel Champalimaud;13.0;Setembro 2012;Aromas profundos, embora os frutos pretos estejam um pouco discretos inicialmente, tem um paladar onde se nota que o vinho j† revela alguma evoluá∆o mas a sua estrutura est† perfeitamente delineada, conta com uns taninos elegantes e uma frescura assinal†vel, o final Ç longo e com muita fruta.
Cìtto Grande Escolha 2007;DOC Douro;2007;Red;Touriga Nacional, Tinta Roriz e Sous∆o;14.0;Montez Champalimaud, Lda;20.0;25.0;Miguel Champalimaud;17.5;Julho 2011;Apresenta uma cor rubi intensa no centro e uma aurÇola de tonalidade violeta, o nariz revela elegantes aromas de frutos vermelhos maduros bem apoiados em notas florais e especiarias, bem como delicadas sugest‰es fumadas e vegetais, capazes de formar um conjunto sedutor mas ao mesmo tempo complexo, na boca Ç um vinho estruturado e encorpado, com bom volume e taninos redondos que ao mesmo tempo revelam solidez, a fruta continua vibrante e a madeira denota uma integraá∆o excelente, d† notas de elevada capacidade de envelhecimento e termina longo e persistente.
Courela 2004;Regional Alentejo;2004;Red;Aragonàs, Trincadeira e Periquita;13.0;Casa Agr°cola Cortes de Cima, Lda;2.0;4.0;Hans Kristian Jorgensen;14.0;Maráo 2006;Cor rubi e aromas muito leves mas simp†ticos a frutos vermelhos, tem um paladar suave e um final de boca curto e equilibrado.
Coutada Velha Signature 2016;Regional Alentejo;2016;White;Ant∆o Vaz, Arinto e Viogner;13.0;Sociedade Agr°cola D. Diniz, S.A.;15.0;20.0;Pedro Pereira Gonáalves e Vasco Rosa Santos;15.5;Julho 2018;Cor amarela intensa com laivos de tonalidade esverdeada, o nariz sugere notas de tosta e baunilha, envolvidos por breves notas de fruta madura e uma delicada sensaá∆o citrina e mineral, na boca Ç um vinho equilibrado, com alguma estrutura e uma acidez agrad†vel, no paladar destaca-se a fruta misturada com as notas de barrica e o final de boca termina com um comprimento mÇdio.
